Proposal code,Origin period season sequence,Period,Rabobank Region,Crop,Crop Naics code,Crop naics descripion,Area,Noise1,Noise2,Noise3,Yield,Cost,Price,Financial information sequence,Last update,Esport date and time
638,2,10/12/2020,Barreiras,Abobora Irrigada,117,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,7868,-0.22,-1.67,-0.3,382400.0,45280.0,-72.0,10/3/2020,6/7/2021,12/10/2020
639,3,11/5/2020,Barreiras,Abobora Irrigada,142,pede justo lacinia eget tincidunt eget tempus vel pede morbi,8046,-1.52,0.38,0.61,326300.0,88060.0,385.0,2/8/2021,2/18/2021,2/12/2021
640,1,9/24/2020,Barreiras,Melancia irrigada,106,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,4112,0.96,0.46,-0.41,253600.0,50320.0,-164.0,3/7/2021,3/5/2021,9/18/2020
641,0,9/15/2020,Barreiras,Abobora Irrigada,1,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce,7117,1.01,0.74,-0.86,406350.0,85970.0,-359.0,1/22/2021,3/10/2021,5/29/2021
642,2,6/18/2021,Barreiras,Melancia irrigada,96,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,4708,-0.42,-0.29,-0.97,214400.0,41280.0,-438.0,12/23/2020,4/14/2021,11/12/2020
643,4,3/24/2021,Barreiras,Melancia irrigada,65,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,8277,0.64,1.66,0.75,445850.0,115970.0,457.0,7/10/2021,6/22/2021,3/14/2021
644,2,10/23/2020,Barreiras,Melancia irrigada,29,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,7502,0.38,1.32,0.88,394100.0,101420.0,515.0,3/5/2021,2/14/2021,8/2/2021
645,4,5/29/2021,Barreiras,Melancia irrigada,127,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,4975,1.72,-0.05,0.14,334750.0,48750.0,119.0,5/14/2021,1/7/2021,3/10/2021
646,2,5/2/2021,Barreiras,Abobora Irrigada,138,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,7956,-0.62,0.21,2.29,366800.0,83760.0,1224.0,9/16/2020,6/30/2021,4/4/2021
647,4,6/7/2021,Barreiras,Melancia irrigada,22,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,5921,-0.47,1.62,1.95,272550.0,91610.0,1034.0,6/7/2021,5/23/2021,8/19/2021
648,0,9/4/2020,Barreiras,Melancia irrigada,13,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,6736,-0.61,-0.26,1.13,306300.0,62160.0,632.0,10/14/2020,5/6/2021,5/14/2021
649,1,9/24/2020,Barreiras,Abobora Irrigada,128,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,4085,0.06,-0.4,1.3,207250.0,32850.0,690.0,12/16/2020,5/24/2021,4/2/2021
650,3,10/12/2020,Barreiras,Melancia irrigada,150,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,8959,1.69,0.72,-0.31,532450.0,103990.0,-66.0,2/10/2021,6/17/2021,9/27/2020
651,2,4/18/2021,Barreiras,Melancia irrigada,25,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,7965,-0.34,0.08,-0.17,381250.0,81250.0,-6.0,10/18/2020,10/2/2020,4/1/2021
652,4,2/11/2021,Barreiras,Melancia irrigada,10,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,1506,1.93,-0.87,-0.68,171800.0,-2340.0,-325.0,2/15/2021,7/1/2021,6/3/2021
653,0,10/7/2020,Barreiras,Melancia irrigada,109,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,6793,-1.68,0.22,-0.65,255650.0,72330.0,-258.0,4/29/2021,6/2/2021,6/21/2021
654,2,8/2/2021,Barreiras,Abobora Irrigada,142,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,1130,1.11,-0.36,-0.97,112000.0,4100.0,-474.0,3/25/2021,5/15/2021,1/13/2021
655,2,7/4/2021,Barreiras,Cebola Sequeiro,52,ut suscipit a feugiat et eros vestibulum ac est lacinia,7061,-1.34,-1.0,-0.18,286050.0,50610.0,-20.0,3/16/2021,1/22/2021,1/3/2021
656,4,2/7/2021,Barreiras,Melancia irrigada,74,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,3624,-0.38,0.82,-0.05,162200.0,52640.0,11.0,11/29/2020,11/19/2020,2/11/2021
657,2,7/9/2021,Barreiras,Abobora Irrigada,148,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,5410,-0.06,1.08,1.49,267500.0,75700.0,799.0,2/14/2021,12/5/2020,6/12/2021
658,4,5/13/2021,Barreiras,Melancia irrigada,74,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,9670,-0.44,-0.47,0.21,461500.0,87300.0,201.0,10/14/2020,1/7/2021,11/23/2020
659,2,9/19/2021,Barreiras,Melancia irrigada,93,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,3668,1.04,0.03,1.8,235400.0,37280.0,936.0,10/29/2020,8/21/2021,10/6/2020
660,4,1/19/2021,Barreiras,Cebola Sequeiro,47,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,4958,-2.17,-1.75,0.68,139400.0,14580.0,389.0,8/3/2021,11/10/2020,7/9/2021
661,3,1/22/2021,Barreiras,Melancia irrigada,83,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,2048,-0.24,0.54,-1.87,90400.0,31280.0,-915.0,7/21/2021,3/20/2021,11/3/2020
662,3,7/14/2021,Barreiras,Cebola Sequeiro,98,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,3107,0.35,1.2,0.03,172850.0,55070.0,46.0,1/5/2021,4/19/2021,11/27/2020
663,3,10/6/2020,Barreiras,Abobora Irrigada,87,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,5659,0.46,0.43,-0.15,305950.0,65190.0,-19.0,10/20/2020,4/11/2021,6/2/2021
664,2,3/8/2021,Barreiras,Cebola Sequeiro,29,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,9885,0.75,-1.5,-2.75,531750.0,68850.0,-1277.0,7/22/2021,1/22/2021,12/27/2020
665,3,11/3/2020,Barreiras,Melancia irrigada,25,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,4567,0.67,2.02,0.4,261850.0,86070.0,245.0,1/15/2021,12/12/2020,4/23/2021
666,4,9/28/2021,Barreiras,Abobora Irrigada,47,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,9100,1.21,1.7,-0.27,515500.0,125000.0,-44.0,11/30/2020,1/9/2021,10/14/2020
667,0,10/18/2020,Barreiras,Cebola Sequeiro,38,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,522,0.99,0.08,-1.5,75600.0,6820.0,-745.0,12/18/2020,7/27/2021,9/17/2020
668,2,4/7/2021,Barreiras,Cebola Sequeiro,65,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,8203,1.63,-1.79,-0.12,491650.0,46230.0,22.0,8/16/2021,2/24/2021,7/6/2021
669,2,11/22/2020,Barreiras,Melancia irrigada,71,nunc proin at turpis a pede posuere nonummy integer non,8182,0.64,0.63,-1.58,441100.0,94420.0,-709.0,3/3/2021,11/2/2020,2/28/2021
670,0,1/25/2021,Barreiras,Cebola Sequeiro,144,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,2418,1.06,-1.13,0.78,173900.0,1580.0,414.0,11/28/2020,3/9/2021,1/3/2021
671,3,4/20/2021,Barreiras,Melancia irrigada,98,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,9095,-0.72,1.73,1.95,418750.0,125550.0,1065.0,3/5/2021,11/28/2020,2/11/2021
672,2,10/29/2020,Barreiras,Cebola Sequeiro,127,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,488,-0.58,-0.47,0.38,-4600.0,-4520.0,194.0,9/16/2020,7/1/2021,7/26/2021
673,4,1/13/2021,Barreiras,Melancia irrigada,78,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,4395,1.07,-1.13,-0.72,273250.0,21350.0,-317.0,2/12/2021,3/29/2021,12/14/2020
674,0,12/5/2020,Barreiras,Melancia irrigada,138,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,5861,-0.2,-0.27,-0.98,283050.0,53210.0,-432.0,10/27/2020,9/27/2020,4/15/2021
675,3,9/16/2020,Barreiras,Abobora Irrigada,18,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,9214,-0.46,0.57,0.29,437700.0,103540.0,237.0,9/8/2021,11/30/2020,2/27/2021
676,2,11/1/2020,Barreiras,Melancia irrigada,96,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,8833,-1.71,-1.1,-1.06,356150.0,66330.0,-442.0,3/16/2021,9/14/2020,1/25/2021
677,1,9/25/2021,Barreiras,Melancia irrigada,137,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,1484,1.77,0.81,0.73,162700.0,31040.0,379.0,4/23/2021,12/28/2020,9/30/2020
678,2,5/4/2021,Barreiras,Abobora Irrigada,132,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,6118,-0.18,0.86,-0.5,296900.0,78380.0,-189.0,4/13/2021,9/18/2020,3/7/2021
679,3,5/20/2021,Barreiras,Melancia irrigada,89,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,362,0.0,2.37,0.68,18100.0,51020.0,343.0,3/9/2021,6/30/2021,2/5/2021
680,2,2/20/2021,Barreiras,Melancia irrigada,18,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,541,-0.13,0.13,-0.82,20550.0,8010.0,-405.0,9/30/2020,3/17/2021,6/18/2021
681,3,5/21/2021,Barreiras,Melancia irrigada,118,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,8846,0.05,-1.26,2.4,444800.0,63260.0,1288.0,10/18/2020,9/13/2021,2/21/2021
682,0,9/16/2020,Barreiras,Abobora Irrigada,38,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,2696,1.28,-0.5,-1.32,198800.0,16960.0,-634.0,5/23/2021,7/4/2021,2/16/2021
683,4,8/8/2021,Barreiras,Melancia irrigada,77,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,9287,0.16,-0.47,0.86,472350.0,83470.0,522.0,11/8/2020,10/23/2020,2/7/2021
684,3,6/24/2021,Barreiras,Cebola Sequeiro,94,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,4245,-0.08,-0.59,1.37,208250.0,30650.0,727.0,4/11/2021,2/19/2021,2/14/2021
685,1,11/10/2020,Barreiras,Melancia irrigada,59,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,504,0.4,0.04,-0.1,45200.0,5840.0,-45.0,9/21/2020,6/27/2021,2/12/2021
686,1,1/5/2021,Barreiras,Abobora Irrigada,96,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,4549,0.26,-0.82,-0.68,240450.0,29090.0,-295.0,3/29/2021,6/7/2021,6/6/2021
687,4,6/25/2021,Barreiras,Cebola Sequeiro,12,primis in faucibus orci luctus et ultrices posuere cubilia curae,9589,-0.8,0.83,0.91,439450.0,112490.0,550.0,1/17/2021,1/12/2021,11/4/2020
688,3,2/26/2021,Barreiras,Melancia irrigada,127,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,5571,0.85,-1.36,1.65,321050.0,28510.0,880.0,11/21/2020,1/17/2021,4/27/2021
689,4,5/14/2021,Barreiras,Cebola Sequeiro,42,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,3116,0.46,0.43,-0.34,178800.0,39760.0,-139.0,10/27/2020,10/1/2020,9/12/2021
690,1,3/26/2021,Barreiras,Melancia irrigada,1,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,6051,0.01,1.15,-0.51,303050.0,83510.0,-195.0,10/11/2020,5/29/2021,11/2/2020
691,4,11/1/2020,Barreiras,Melancia irrigada,134,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,5711,-0.59,-0.95,1.37,256050.0,38110.0,742.0,4/11/2021,8/23/2021,5/5/2021
692,1,8/24/2021,Barreiras,Abobora Irrigada,22,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,6445,-0.09,0.79,-0.47,317750.0,80250.0,-171.0,11/11/2020,5/18/2021,1/24/2021
693,3,9/15/2020,Barreiras,Abobora Irrigada,66,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,5316,-0.51,-1.26,-0.86,240300.0,27960.0,-377.0,3/19/2021,5/11/2021,2/26/2021
694,4,4/1/2021,Barreiras,Abobora Irrigada,53,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,7178,-0.03,0.57,-0.8,357400.0,83180.0,-329.0,9/19/2020,9/29/2020,2/18/2021
695,1,8/22/2021,Barreiras,Abobora Irrigada,146,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,4063,-0.53,-0.2,-1.52,176650.0,36630.0,-720.0,8/28/2021,4/14/2021,4/16/2021
696,1,7/5/2021,Barreiras,Abobora Irrigada,147,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,142,-0.74,0.55,-0.6,-29900.0,12420.0,-299.0,10/11/2020,2/20/2021,7/13/2021
697,0,11/12/2020,Barreiras,Abobora Irrigada,126,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,857,0.46,1.63,-0.33,65850.0,41170.0,-157.0,11/21/2020,3/6/2021,11/21/2020
698,0,6/12/2021,Barreiras,Cebola Sequeiro,28,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,227,-1.4,-0.41,0.32,-58650.0,-5930.0,162.0,6/12/2021,3/29/2021,9/20/2020
699,3,5/18/2021,Barreiras,Cebola Sequeiro,45,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,4881,-0.87,1.25,0.86,200550.0,73810.0,478.0,2/12/2021,6/28/2021,7/25/2021
700,0,8/1/2021,Barreiras,Melancia irrigada,128,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,3997,0.68,-1.35,0.15,233850.0,12970.0,114.0,6/21/2021,4/22/2021,7/17/2021
701,2,9/24/2021,Barreiras,Melancia irrigada,10,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,646,-0.24,0.2,-0.81,20300.0,10460.0,-399.0,7/19/2021,12/8/2020,1/26/2021
702,1,9/23/2020,Barreiras,Melancia irrigada,59,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,1755,0.28,-0.57,-0.32,101750.0,6150.0,-143.0,8/10/2021,3/19/2021,8/21/2021
703,3,7/1/2021,Barreiras,Cebola Sequeiro,118,interdum in ante vestibulum ante ipsum primis in faucibus orci,4135,0.05,-0.55,-0.8,209250.0,30350.0,-359.0,9/10/2021,4/8/2021,1/22/2021
704,0,10/4/2020,Barreiras,Melancia irrigada,35,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,5975,-0.16,-0.73,0.25,290750.0,45150.0,184.0,11/21/2020,3/12/2021,12/7/2020
705,1,11/14/2020,Barreiras,Melancia irrigada,77,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,5693,1.09,0.05,1.07,339150.0,57930.0,591.0,4/26/2021,10/9/2020,7/7/2021
706,2,8/28/2021,Barreiras,Abobora Irrigada,42,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,8973,0.34,-0.43,-0.57,465650.0,81130.0,-196.0,2/21/2021,9/4/2021,11/23/2020
707,2,2/2/2021,Barreiras,Melancia irrigada,21,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,1093,0.78,0.72,-0.79,93650.0,25330.0,-385.0,6/18/2021,8/12/2021,3/31/2021
708,1,5/31/2021,Barreiras,Abobora Irrigada,86,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,1418,1.82,-0.7,-0.4,161900.0,180.0,-186.0,1/9/2021,11/22/2020,5/29/2021
709,2,5/23/2021,Barreiras,Melancia irrigada,143,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui,573,1.04,0.55,0.81,80650.0,16730.0,410.0,11/17/2020,8/2/2021,4/21/2021
710,4,12/10/2020,Barreiras,Melancia irrigada,44,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,7304,-0.43,0.56,0.07,343700.0,84240.0,108.0,12/1/2020,3/18/2021,3/17/2021
711,3,2/9/2021,Barreiras,Melancia irrigada,25,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,1051,-1.41,1.61,-1.52,-17950.0,42710.0,-750.0,2/9/2021,12/22/2020,9/13/2021
712,1,7/13/2021,Barreiras,Cebola Sequeiro,10,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,1618,-1.63,-0.6,-1.44,-600.0,4180.0,-704.0,8/17/2021,3/11/2021,3/27/2021
713,2,1/30/2021,Barreiras,Melancia irrigada,47,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,3540,2.54,-1.71,-0.16,304000.0,1200.0,-45.0,8/20/2021,8/26/2021,4/29/2021
714,4,1/13/2021,Barreiras,Abobora Irrigada,98,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,618,-0.26,-1.22,-1.2,17900.0,-18220.0,-594.0,3/4/2021,8/14/2021,7/19/2021
715,2,1/27/2021,Barreiras,Cebola Sequeiro,66,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,2415,-0.11,0.31,1.46,115250.0,30350.0,754.0,6/13/2021,4/13/2021,1/30/2021
716,1,10/14/2020,Barreiras,Abobora Irrigada,74,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,4328,0.19,-0.07,0.89,225900.0,41880.0,488.0,5/8/2021,6/14/2021,8/3/2021
717,2,5/1/2021,Barreiras,Melancia irrigada,147,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,1952,0.46,0.2,-0.61,120600.0,23520.0,-286.0,6/19/2021,6/24/2021,3/5/2021
718,0,3/6/2021,Barreiras,Cebola Sequeiro,28,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,6424,-0.56,-1.39,-1.35,293200.0,36440.0,-611.0,3/15/2021,9/19/2020,2/24/2021
719,1,10/21/2020,Barreiras,Melancia irrigada,93,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,9692,-0.21,-1.45,1.32,474100.0,67920.0,756.0,4/12/2021,4/2/2021,2/21/2021
720,4,11/8/2020,Barreiras,Cebola Sequeiro,63,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,6518,-0.87,0.63,0.88,282400.0,77780.0,505.0,4/23/2021,6/21/2021,10/28/2020
721,2,3/10/2021,Barreiras,Melancia irrigada,140,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,2903,1.06,-0.48,1.46,198150.0,19430.0,759.0,7/12/2021,8/15/2021,8/25/2021
722,4,8/22/2021,Barreiras,Melancia irrigada,67,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,1976,1.86,0.52,-1.14,191800.0,30160.0,-551.0,12/16/2020,5/10/2021,3/21/2021
723,0,2/26/2021,Barreiras,Melancia irrigada,24,sem sed sagittis nam congue risus semper porta volutpat quam pede,8348,-1.37,-0.57,-0.63,348900.0,72080.0,-232.0,1/18/2021,10/7/2020,6/30/2021
724,3,10/21/2020,Barreiras,Cebola Sequeiro,130,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,8653,-0.89,0.92,1.06,388150.0,104930.0,616.0,1/30/2021,3/1/2021,6/2/2021
725,3,2/24/2021,Barreiras,Melancia irrigada,109,magna ac consequat metus sapien ut nunc vestibulum ante ipsum,1261,-0.54,1.32,-0.44,36050.0,39010.0,-208.0,10/6/2020,5/23/2021,8/21/2021
726,1,9/14/2020,Barreiras,Cebola Sequeiro,17,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,6297,0.21,1.02,-0.24,325350.0,83370.0,-58.0,7/3/2021,10/31/2020,11/27/2020
727,3,12/17/2020,Barreiras,Abobora Irrigada,131,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,1032,0.45,-0.77,-0.58,74100.0,-5080.0,-280.0,7/26/2021,7/7/2021,3/29/2021
728,4,10/16/2020,Barreiras,Abobora Irrigada,26,ligula nec sem duis aliquam convallis nunc proin at turpis,7930,0.35,0.07,-1.98,414000.0,80700.0,-911.0,5/26/2021,11/14/2020,3/5/2021
729,0,9/9/2021,Barreiras,Cebola Sequeiro,77,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,5530,-0.03,-1.64,-0.13,275000.0,22500.0,-10.0,6/13/2021,7/7/2021,3/26/2021
730,3,11/16/2020,Barreiras,Melancia irrigada,109,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,1893,-1.46,-0.27,-1.69,21650.0,13530.0,-827.0,7/1/2021,8/21/2021,10/20/2020
731,3,4/29/2021,Barreiras,Abobora Irrigada,32,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,4103,-1.1,1.75,0.2,150150.0,76030.0,141.0,9/20/2020,11/25/2020,8/11/2021
732,3,3/8/2021,Barreiras,Cebola Sequeiro,37,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,1056,-0.18,1.43,-0.0,43800.0,39160.0,10.0,6/20/2021,12/20/2020,8/19/2021
